Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1880,Rest owner,"Biography,Comedy,Drama","A documentary team films the lives of a group of vampires for a few months. The vampires share a house in Wellington, New Zealand. Turns out vampires have their own domestic problems too.",Brian Helgeland,"Matt Damon, Edgar RamÃ­rez, Joan Allen, Julia Stiles",1981,87,6.1,146197,,59
1881,Around summer process,"Adventure,Family","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",Anne Fletcher,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",2008,159,6.1,467199,544.07,84
1882,Vote job,"Action,Adventure,Mystery",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,Martin Koolhoven,"Andrew Garfield, Sam Worthington, Luke Bracey,Teresa Palmer",2022,176,6.6,729448,616.54,91
1883,Quite present rest,"Crime,Mystery,Thriller","A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.",Aamir Khan,"Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",2005,152,6.1,207403,415.07,92
1884,Agreement star,"Action,Drama,Family","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",Wes Craven,"Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",2007,135,7.1,506512,,26
1885,Grow around on,"Animation,Action,Adventure","A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",Mateo Gil,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",1992,123,7.9,672855,345.14,45
1886,Event center,"Animation,Comedy,Drama",A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,Hisonni Johnson,"Keanu Reeves, RenÃ©e Zellweger, Gugu Mbatha-Raw, Gabriel Basso",2019,130,4.9,458397,772.85,38
1887,Total operation position,"Drama,Fantasy,Music",A lawyer finds himself in over his head when he gets involved in drug trafficking.,S. Craig Zahler,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey",1993,156,5.7,506644,377.97,35
1888,Watch out,"Action,Adventure,Western","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",Ben Younger,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",1993,88,4.2,940917,27.11,54
1889,Size first seven,"Horror,Sci-Fi,Thriller",A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,Chris Stokes,"Meryl Streep, Pierce Brosnan, Amanda Seyfried,Stellan SkarsgÃ¥rd",2009,112,5.1,40944,,27
1890,Purpose medical her,"Action,Adventure,Romance",Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,Larry Charles,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",1983,166,8.3,114929,794.37,67
1891,Not specific south care,"Drama,War","In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.",Peter Landesman,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw",2009,85,8.7,501243,932,55
1892,Meet go success,"Drama,Sci-Fi,Thriller","Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction.",John Francis Daley,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche SahlstrÃ¸m",1982,178,6.5,931941,,48
1893,Hour six,"Mystery,Romance,Thriller",This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,Paul Greengrass,"Chris Evans, Robert Downey Jr.,Scarlett Johansson, Sebastian Stan",2008,158,6.1,565488,918.46,33
1894,Identify discuss,"Mystery,Thriller","Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",Tyler Shields,"Christian Bale, Cate Blanchett, Natalie Portman,Brian Dennehy",1998,150,4.4,748926,921.01,92
1895,Fact strong,Adventure,A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.,Mike Cahill,"Cynthia Nixon, Jennifer Ehle, Duncan Duff, Keith Carradine",1982,177,8.7,562723,192.94,56
1896,Society development significant federal,"Action,Crime,Drama","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for.",John Hillcoat,"Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham",2011,145,6.3,429158,518.69,96
1897,Everything build,"Biography,Drama,Family","Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",Jared Hess,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",2019,103,7.3,773852,252.17,95
1898,Fight protect,"Adventure,Comedy,Romance","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",FranÃ§ois Ozon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",2000,166,7.8,704614,8.57,37
1899,Shake sense,"Drama,Western",A drama inspired by the life of heavyweight boxer Chuck Wepner.,Michael Goi,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",1992,151,5.4,700506,993.35,33
1900,Girl,"Thriller,War","While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",John Wells,"Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett",2014,126,5,59193,296.98,58
1901,Road,"Comedy,Sci-Fi",Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,Dan Trachtenberg,"Kate Beckinsale, ChloÃ« Sevigny, Xavier Samuel,Emma Greenwell",1999,92,6.4,689358,999.02,
1902,Soon staff,"Drama,Sci-Fi,Thriller","A loving father finds a clown suit for his son's birthday party, only to realize that it is not a suit at all.",David Leveaux,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler",1994,168,5.3,511380,319.1,63
1903,Who fund,"Drama,Musical,Romance","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",Robert Rodriguez,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",2003,146,6.6,219077,806.54,50
1904,Here up keep,Horror,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",Tate Taylor,"Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt",1997,88,7.4,888633,696.49,87
1905,Ready note spring,"Action,Adventure,Fantasy","In 1967 Los Angeles, a widowed mother and her 2 daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.",Paolo Sorrentino,"Brie Larson, Jacob Tremblay, Sean Bridgers,Wendy Crewson",2014,173,5.3,233066,63.02,40
1906,Material blood,"Action,Comedy,Romance",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Michael Grandage,"Jacob Latimore, Seychelle Gabriel, DulÃ© Hill, Storm Reid",1986,111,6,331950,707.5,32
1907,Else toward win,"Adventure,Mystery,Sci-Fi","After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Scott Waugh,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",2000,156,5.8,834202,439.12,73
1908,Still show,"Drama,War",An agent infiltrates a crime ring ran by a charismatic boss.,Carlos Saldanha,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church",2004,130,6.2,616754,987.55,
1909,Bring seven,"Adventure,Sci-Fi,Thriller","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",Morten Tyldum,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia",2020,92,6.8,588235,818.28,92
1910,Through poor big,"Adventure,Drama,Thriller",Boxer Billy Hope turns to trainer Tick Wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services.,Lone Scherfig,"Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",2010,98,7.1,883948,225.46,29
1911,Which he any,"Drama,Romance,Sci-Fi",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,Guillermo del Toro,"Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert",1980,153,4.4,662763,608.41,68
1912,Final reveal chair,"Animation,Drama,Fantasy","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",Sam Mendes,"Antonio Banderas, Elena Anaya, Jan Cornet,Marisa Paredes",1989,169,7.3,675104,732.79,50
1913,Reduce available information,"Crime,Mystery,Thriller","Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",Thomas Vinterberg,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",1992,137,4.4,276048,371.3,100
1914,Say their water,"Comedy,Crime,Thriller",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,Florian Henckel von Donnersmarck,"Matt Vael, Simon Cotton, Kevin Leslie, Olivia Moyles",2021,104,4.3,272746,790.47,35
1915,Should partner according,"Comedy,Western","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",Gus Van Sant,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",1983,124,9,44972,24.98,68
1916,Available five one,"Crime,Drama,Fantasy","In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.",Neil Marshall,"Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom",2002,86,6.1,173778,521.34,66
1917,List behind usually,"Action,Crime,Sport",Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,Roger Spottiswoode,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",1995,157,4.7,542270,500.55,43
1918,Phone marriage medical,"Drama,Fantasy,War","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Barry Sonnenfeld,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",1989,150,8.6,684861,388.5,20
1919,Majority practice money,"Romance,Sci-Fi,Thriller","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",Mora Stephens,"Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo",2007,94,4.9,87554,950.59,73
1920,Option standard,"Adventure,Drama,War","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",Patrick Hughes,"Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke",1981,163,5.3,589447,934.56,32
1921,Western,"Comedy,Crime,Thriller",A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident.,Makoto Shinkai,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",1981,176,7.6,398688,269.64,43
1922,Product I,"Action,Crime,Sport",Two British comic-book geeks traveling across the U.S. encounter an alien outside Area 51.,Pedro AlmodÃ³var,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",1991,160,9,260454,,31
1923,Somebody computer,"Comedy,Family","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",Craig Brewer,"Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",1996,81,8,403743,55.72,60
1924,Crime ready,"Comedy,Family,Musical",Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel.,Barry Sonnenfeld,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",2002,136,6.5,544310,833.57,28
